frame,time_sig,x_norm,y_norm,vx_norm,vy_norm,ax_norm,ay_norm,beat
0,2/4,0.5,0.5,0.0,0.0,0.0,0.0,0
1,2/4,1.0,1.0,1.0,1.0,1.0,1.0,0
2,2/4,0.9748396645288604,1.0,-0.025160335471139605,0.15764185657700447,-1.0251603354711396,-0.8423581434229955,0
3,2/4,1.0,1.0,0.1891670086171522,0.004789488006842091,0.2143273440882918,-0.15285236857016238,0
4,2/4,0.0,0.8267387163239125,-1.0,-0.1732612836760875,-1.1891670086171522,-0.1780507716829296,0
5,2/4,0.08096468561584841,0.37877385996967694,0.08096468561584841,-0.44796485635423555,1.0809646856158484,-0.27470357267814804,0
6,2/4,0.0,0.3471057030672939,-0.1809109518935517,-0.03166815690238306,-0.2618756375094001,0.4162966994518525,0
7,2/4,1.0,0.0,1.0,-0.4041750039025359,1.1809109518935517,-0.37250684700015285,0
8,2/4,0.9575378661010011,0.0,-0.04246213389899889,-0.2639599740959703,-1.042462133898999,0.14021502980656564,0
9,2/4,0.6576606750772208,0.0,-0.2998771910237803,-0.17871864049102912,-0.2574150571247814,0.08524133360494116,0
10,2/4,0.793345986379368,0.0,0.13568531130214723,-0.3622706745116704,0.4355625023259275,-0.18355203402064127,0
11,2/4,0.7983699899519928,0.0,0.00502400357262478,-0.21408563339345485,-0.13066130772952245,0.14818504111821554,0
12,2/4,0.9500948978452607,0.0,0.15172490789326787,-0.08832400756514155,0.1467009043206431,0.1257616258283133,0
13,2/4,0.9520672844330319,0.0,0.0019723865877712132,-0.05492085366169895,-0.14975252130549666,0.0334031539034426,0
14,2/4,0.9373302072866659,0.0,-0.014737077146365962,-0.032883529215771624,-0.016709463734137175,0.022037324445927327,0
15,2/4,0.9548956123702133,0.0351370281400752,0.017565405083547314,0.0351370281400752,0.032302482229913276,0.06802055735584683,0
16,2/4,1.0,0.06419426665448559,0.10492901245334352,0.02905723851441039,0.0873636073697962,-0.006079789625664814,0
17,2/4,0.9801513935884466,0.07176623800029736,-0.019848606411553393,0.007571971345811765,-0.12477761886489691,-0.021485267168598624,0
18,2/4,1.0,0.09474547822364096,0.411202615200855,0.022979240223343605,0.4310512216124084,0.01540726887753184,0
19,2/4,1.0,0.23401816055015467,0.4068536057871579,0.1392726823265137,-0.004349009413697091,0.11629344210317011,0
20,2/4,1.0,0.2933561191094201,0.10851330238124257,0.059337958559265436,-0.29834030340591533,-0.07993472376724828,0
21,2/4,1.0,0.39914338379522896,0.14491861060051925,0.10578726468580885,0.03640530821927668,0.04644930612654341,0
22,2/4,0.9345947584847738,0.4128381367970579,-0.0654052415152262,0.01369475300182893,-0.21032385211574545,-0.09209251168397992,0
23,2/4,1.0,0.44006821402149243,0.1601188651612684,0.027230077224434546,0.22552410667649458,0.013535324222605616,0
24,2/4,1.0,0.5007389255216814,0.22760634519769551,0.06067071150018899,0.06748748003642713,0.033440634275754444,0
25,2/4,1.0,0.547885060806853,0.22340430965356273,0.04714613528517153,-0.004202035544132787,-0.013524576215017459,0
26,2/4,1.0,0.6264064215762669,0.21086847875153159,0.07852136076941396,-0.012535830902031142,0.03137522548424243,0
27,2/4,1.0,0.6509853235956384,0.16946900136908805,0.024578902019371518,-0.04139947738244354,-0.053942458750042444,1
28,2/4,1.0,0.6315135165152094,0.1099660657412952,-0.01947180708042906,-0.05950293562779285,-0.04405070909980058,0
29,2/4,1.0,0.6155007765435483,0.07479657316750465,-0.016012739971661083,-0.03516949257379054,0.003459067108767977,0
30,2/4,1.0,0.5533665446767806,0.018983028847713967,-0.0621342318667677,-0.05581354431979069,-0.046121491895106614,0
31,2/4,1.0,0.4777686419713279,0.06938750858756293,-0.07559790270545269,0.05040447973984896,-0.013463670838684993,0
32,2/4,1.0,0.37456089910666146,0.09161212747426584,-0.10320774286466644,0.022224618886702907,-0.02760984015921375,0
33,2/4,1.0,0.26518021721723334,0.0021828881640473252,-0.10938068188942812,-0.08942923931021851,-0.006172939024761681,0
34,2/4,1.0,0.18746853968612234,0.005045014785547197,-0.077711677531111,0.002862126621499872,0.03166900435831713,0
35,2/4,0.9935025293157798,0.1411929930155864,-0.006497470684220241,-0.04627554667053593,-0.011542485469767438,0.03143613086057506,0
36,2/4,0.9556161249838301,0.14751103014278727,-0.037886404331949675,0.0063180371272008595,-0.03138893364772943,0.05259358379773679,0
37,2/4,0.9349163589653975,0.1720702274815806,-0.020699766018432597,0.02455919733879333,0.017186638313517077,0.018241160211592472,0
38,2/4,0.9263128272281014,0.17545943254102603,-0.00860353173729611,0.003389205059445427,0.012096234281136486,-0.021169992279347905,0
39,2/4,0.893112862631714,0.2894205569975799,-0.03319996459638741,0.11396112445655388,-0.0245964328590913,0.11057191939710845,0
40,2/4,0.8203992892043945,0.4061833287654301,-0.07271357342731943,0.11676277176785022,-0.03951360883093202,0.0028016473112963403,0
41,2/4,0.702314624642276,0.5318561988238097,-0.11808466456211852,0.12567287005837963,-0.04537109113479909,0.008910098290529411,0
42,2/4,0.5889549806755282,0.6057182983037853,-0.1133596439667478,0.07386209947997557,0.004725020595370721,-0.05181077057840405,0
43,2/4,0.5497568271100893,0.696413569001313,-0.039198153565438876,0.0906952706975277,0.07416149040130893,0.016833171217552123,0
44,2/4,0.49373514920580164,0.7378148942306486,-0.05602167790428769,0.041401325229335595,-0.016823524338848816,-0.0492939454681921,0
45,2/4,0.43394616381433077,0.7562011525446803,-0.05978898539147087,0.018386258314031734,-0.00376730748718318,-0.02301506691530386,0
46,2/4,0.3916728887759201,0.7238478583699214,-0.04227327503841066,-0.03235329417475896,0.01751571035306021,-0.050739552488790696,1
47,2/4,0.37904106138214794,0.6805029351017389,-0.012631827393772166,-0.04334492326818251,0.029641447644638497,-0.01099162909342355,0
48,2/4,0.3476748223578352,0.5207463416469172,-0.031366239024312736,-0.15975659345482163,-0.01873441163054057,-0.11641167018663912,0
49,2/4,0.36453238863180926,0.27340065168752675,0.016857566273974056,-0.2473456899593905,0.04822380529828679,-0.08758909650456886,0
50,2/4,0.3161587988189718,0.10677966405310949,-0.04837358981283746,-0.16662098763441727,-0.06523115608681151,0.08072470232497322,0
51,2/4,0.27852884373163156,0.0,-0.03762995508734024,-0.15352909821176966,0.01074363472549722,0.013091889422647607,0
52,2/4,0.2592225275909884,0.0,-0.019306316140643154,-0.0633979279686079,0.018323638946697085,0.09013117024316177,0
53,2/4,0.23031411628271145,0.0,-0.028908411308276954,-0.09445121942440346,-0.0096020951676338,-0.031053291455795565,0
54,2/4,0.1919352386226179,0.0,-0.03837887766009354,-0.05632057565139178,-0.009470466351816587,0.03813064377301168,0
55,2/4,0.16910898639003433,0.034744518010165745,-0.022826252232583583,0.034744518010165745,0.015552625427509958,0.09106509366155752,0
56,2/4,0.1272805259705923,0.08672950172622049,-0.04182846041944202,0.05198498371605474,-0.019002208186858438,0.017240465705888997,0
57,2/4,0.11044111539535169,0.1090705039802935,-0.016839410575240618,0.02234100225407301,0.024989049844201403,-0.02964398146198173,0
58,2/4,0.12671996877219818,0.2558175872043652,0.016278853376846494,0.1467470832240717,0.03311826395208711,0.1244060809699987,0
59,2/4,0.13435217062725668,0.3500307744147087,0.007632201855058501,0.0942131872103435,-0.008646651521787993,-0.05253389601372821,0
60,2/4,0.16884572875839984,0.5471704522140595,0.03449355813114316,0.19713967779935077,0.026861356276084658,0.10292649058900727,0
61,2/4,0.1725812637727996,0.631982836979841,0.0037355350143997434,0.08481238476578157,-0.030758023116743416,-0.1123272930335692,0
62,2/4,0.1756109959989379,0.6438795599462501,0.0030297322261383097,0.01189672296640909,-0.0007058027882614337,-0.07291566179937248,0
63,2/4,0.3167624758018578,0.695478674621366,0.1411514798029199,0.05159911467511591,0.13812174757678158,0.03970239170870682,0
64,2/4,0.392410464036965,0.7481973529927269,0.07564798823510721,0.052718678371360905,-0.06550349156781268,0.0011195636962449962,0
65,2/4,0.43025601804676455,0.7479867554527779,0.037845554009799554,-0.00021059753994900898,-0.03780243422530766,-0.052929275911309914,1
66,2/4,0.5336776864193103,0.7455913782725838,0.1034216683725458,-0.0023953771801941137,0.06557611436274624,-0.0021847796402451047,0
67,2/4,0.6865985979261653,0.7402680159401958,0.15292091150685494,-0.00532336233238806,0.049499243134309145,-0.002927985152193946,0
68,2/4,0.7838155562565673,0.7205370644876841,0.097216958330402,-0.01973095145251169,-0.055703953176452936,-0.014407589120123632,0
69,2/4,0.8557938238851833,0.7089066455072751,0.07197826762861603,-0.011630418980408952,-0.02523869070178597,0.00810053247210274,0
70,2/4,0.9269460072214292,0.6564542711219142,0.07115218333624584,-0.05245237438536088,-0.0008260842923701883,-0.040821955404951926,0
