frame,time_sig,x_norm,y_norm,vx_norm,vy_norm,ax_norm,ay_norm,beat
0,2/4,0.5,0.5,0.0,0.0,0.0,0.0,0
1,2/4,1.0,1.0,1.0,1.0,1.0,1.0,0
2,2/4,1.0,1.0,0.7182039371820395,0.6036581076327823,-0.28179606281796055,-0.39634189236721773,0
3,2/4,1.0,1.0,0.4110128396276942,0.8125337940311499,-0.30719109755434526,0.20887568639836762,0
4,2/4,1.0,1.0,0.2761023556039903,0.22172043231481386,-0.13491048402370387,-0.590813361716336,0
5,2/4,1.0,1.0,0.0835214013387241,0.18237510594909412,-0.19258095426526622,-0.039345326365719746,0
6,2/4,1.0,0.9848608185564068,0.12025717496177013,-0.015139181443593164,0.03673577362304603,-0.19751428739268728,0
7,2/4,1.0,1.0,0.07557794439237742,0.06544296237308378,-0.044679230569392714,0.08058214381667694,0
8,2/4,1.0,1.0,0.021960814268800366,0.011967331780701196,-0.05361713012357705,-0.053475630592382584,0
9,2/4,1.0,1.0,0.08638882297932926,0.07694095431767012,0.0644280087105289,0.06497362253696892,0
10,2/4,1.0,0.9798678190137264,0.040337001145214546,-0.020132180986273562,-0.046051821834114715,-0.09707313530394368,0
11,2/4,1.0,0.9874210182293558,0.06331472304121444,0.007553199215629358,0.022977721895999892,0.02768538020190292,0
12,2/4,1.0,0.9922507081124264,0.10883395386799943,0.0048296898830706425,0.045519230826784995,-0.0027235093325587156,0
13,2/4,1.0,0.9907037548115332,0.07848521222174709,-0.0015469533008932723,-0.030348741646252342,-0.006376643183963915,0
14,2/4,1.0,1.0,0.0036085331800262965,0.017572920417716964,-0.0748766790417208,0.019119873718610236,0
15,2/4,1.0,1.0,0.01692982323347003,0.0040312168249505564,0.013321290053443735,-0.013541703592766408,0
16,2/4,1.0,1.0,0.00439096686678897,0.014630836431489547,-0.012538856366681062,0.01059961960653899,0
17,2/4,1.0,0.9991094273476485,0.011962969397632195,-0.0008905726523514845,0.007572002530843225,-0.015521409083841031,0
18,2/4,1.0,0.9968971317906165,0.010501343366422278,-0.0022122955570320624,-0.0014616260312099172,-0.0013217229046805778,0
19,2/4,1.0,0.9949816937843683,0.017787533770744934,-0.0019154380062481602,0.007286190404322657,0.0002968575507839022,1
20,2/4,1.0,0.9828600104606946,0.022780417892434235,-0.012121683323673693,0.0049928841216893005,-0.010206245317425533,0
21,2/4,1.0,0.9667872944968264,0.05429999420395826,-0.016072715963868167,0.03151957631152402,-0.003951032640194474,0
22,2/4,1.0,0.8863954425297917,0.08841101591585243,-0.08039185196703469,0.034111021711894174,-0.06431913600316652,0
23,2/4,1.0,0.7604642286651305,0.1042163476766581,-0.12593121386466122,0.015805331760805674,-0.04553936189762653,0
24,2/4,1.0,0.7568736659080307,0.07986050625108876,-0.003590562757099791,-0.024355841425569347,0.12234065110756143,0
25,2/4,1.0,0.7587891039142789,0.10396705328626665,0.0019154380062481602,0.024106547035177894,0.005506000763347951,0
26,2/4,1.0,0.7904680454050692,0.05326694857454639,0.03167894149079031,-0.05070010471172026,0.029763503484542153,0
27,2/4,1.0,0.7898248540450375,0.07173890678294725,-0.0006431913600316586,0.018471958208400863,-0.03232213285082197,0
28,2/4,1.0,0.6456086286594761,0.04685720320125519,-0.14421622538556145,-0.02488170358169206,-0.1435730340255298,0
29,2/4,1.0,0.3679620022334997,0.057767890775474284,-0.27764662642597643,0.010910687574219091,-0.13343040104041498,0
30,2/4,1.0,0.3069648435843429,0.029813319113530135,-0.06099715864915678,-0.02795457166194415,0.21664946777681965,0
31,2/4,1.0,0.1626708697926238,0.05977719429046857,-0.1442939737917191,0.029963875176938437,-0.08329681514256232,0
32,2/4,1.0,0.18856108904312915,0.016825523633072326,0.02589021925050536,-0.042951670657396246,0.17018419304222446,0
33,2/4,0.9984277197261683,0.0,-0.0015722802738317165,-0.32700616107909747,-0.018397803906904042,-0.3528963803296028,0
34,2/4,0.9918793848559664,0.0,-0.0065483348702018995,-0.08959087173247089,-0.004976054596370183,0.2374152893466266,0
35,2/4,0.986036451405916,0.0,-0.0058429334500503805,-0.1762042101190581,0.0007054014201515191,-0.0866133383865872,0
36,2/4,1.0,0.061032657439811476,0.01645035223506075,0.061032657439811476,0.02229328568511113,0.23723686755886958,0
37,2/4,1.0,0.16803105710215782,0.02864789196310935,0.10699839966234634,0.012197539728048601,0.04596574222253486,0
38,2/4,1.0,0.6561867998522766,0.0511703131317669,0.48815574275011875,0.022522421168657547,0.3811573430877724,0
39,2/4,1.0,1.0,0.06865939359540407,0.400225039683337,0.017489080463637174,-0.08793070306678175,0
40,2/4,1.0,1.0,0.022143674163519478,0.13544753692270817,-0.046515719431884595,-0.26477750276062884,0
41,2/4,1.0,1.0,0.047360251078641724,0.10288585311727616,0.025216576915122246,-0.03256168380543201,0
42,2/4,1.0,0.9791921855373845,0.03282622164091775,-0.02080781446261548,-0.014534029437723972,-0.12369366757989164,0
43,2/4,1.0,0.9248942622669796,0.01373224466834888,-0.054297923270404946,-0.01909397697256887,-0.033490108807789465,0
44,2/4,1.0,0.9031171203181638,0.029877569710931584,-0.021777141948815748,0.016145325042582703,0.0325207813215892,1
45,2/4,1.0,0.907190789207115,0.030414857254071892,0.004073668888951221,0.0005372875431403079,0.02585081083776697,0
46,2/4,1.0,0.9264651338201788,0.010461538461538411,0.019274344613063765,-0.01995331879253348,0.015200675724112545,0
47,2/4,1.0,0.9311154123070305,0.015061026574272218,0.004650278486851733,0.004599488112733807,-0.014624066126212032,0
48,2/4,1.0,0.9228340517577243,0.02501090885972801,-0.008281360549306283,0.009949882285455791,-0.012931639036158016,0
49,2/4,0.9986909368326451,0.879448075526507,-0.001309063167354907,-0.043385976231217316,-0.026319972027082916,-0.03510461568191103,0
50,2/4,1.0,0.8220520444706256,0.03732095801044033,-0.057396031055881314,0.03863002117779524,-0.014010054824663998,0
51,2/4,1.0,0.8233766881414781,0.014631187306920035,0.001324643670852499,-0.022689770703520296,0.05872067472673381,0
52,2/4,1.0,0.798074435623876,0.01561588094157318,-0.025302252517602097,0.0009846936346531443,-0.026626896188454596,0
53,2/4,1.0,0.7310973348169343,0.013249403116989078,-0.06697710080694175,-0.002366477824584101,-0.04167484828933965,0
54,2/4,1.0,0.7333757219308006,0.017746497315699883,0.002278387113866298,0.004497094198710805,0.06925548792080805,0
55,2/4,1.0,0.7337154540722663,0.011450450846939852,0.000339732141465765,-0.00629604646876003,-0.001938654972400533,0
56,2/4,1.0,0.7405287977534043,0.017711920007730697,0.006813343681137951,0.006261469160790845,0.006473611539672186,0
57,2/4,1.0,0.7323128901854813,0.007786558472360983,-0.008215907567923009,-0.009925361535369714,-0.01502925124906096,0
58,2/4,1.0,0.7317425142048554,0.011829650047311069,-0.0005703759806259256,0.004043091574950086,0.007645531587297083,0
59,2/4,1.0,0.7133533432447848,0.005634190424479546,-0.018389170960070533,-0.006195459622831523,-0.017818794979444608,0
60,2/4,0.9987814281216142,0.7017307638362927,-0.0012185718783858102,-0.011622579408492095,-0.006852762302865356,0.006766591551578438,0
61,2/4,1.0,0.7009266272078694,0.0025552049301589275,-0.0008041366284233797,0.0037737768085447376,0.010818442780068716,0
62,2/4,1.0,0.7027032081311304,0.0032773170421720454,0.0017765809232610508,0.000722112112013118,0.0025807175516844305,0
63,2/4,1.0,0.7076184153521526,0.004729389514534499,0.004915207221022233,0.0014520724723624534,0.0031386262977611823,0
64,2/4,0.9976531126039274,0.7050283473745562,-0.0023468873960725833,-0.002590067977596422,-0.007076276910607082,-0.007505275198618655,0
65,2/4,0.9969322214990114,0.7048195211958571,-0.0007208911049160216,-0.00020882617869910636,0.0016259962911565617,0.0023812417988973156,0
66,2/4,0.9963341397816449,0.7057202788920368,-0.0005980817173665276,0.0009007576961796993,0.000122809387549494,0.0011095838748788056,0
67,2/4,0.9953897355913887,0.703956165203325,-0.0009444041902562095,-0.0017641136887117659,-0.0003463224728896819,-0.002664871384891465,0
68,2/4,0.994850602380046,0.7013723308430032,-0.0005391332113426905,-0.002583834360321835,0.00040527097891351893,-0.0008197206716100691,0
69,2/4,0.994523929409164,0.693446286478349,-0.00032667297088195824,-0.007926044364654161,0.0002124602404607323,-0.005342210004332326,0
70,2/4,0.9947707762781387,0.6909060874389495,0.00024684686897469277,-0.0025401990393995044,0.000573519839856651,0.005385845325254657,0
71,2/4,0.9950556940572537,0.6737168878042394,0.0002849177791149904,-0.017189199634710106,3.807091014029762e-05,-0.014649000595310602,0
72,2/4,0.9971716998047331,0.6702883983032094,0.002116005747479388,-0.00342848950103003,0.0018310879683643977,0.013760710133680076,0
